filename,country,iso,lat,lng,cell_id,cell_lat,cell_lng,offset_north_km,offset_east_km
7a19f501deaf434e9ca139167c0609a6.jpg,Belarus,BY,55.774632,28.603931,5,55.44759265701198,29.087976502001755,36.40601966142592,-30.56080828662328
4e84ada1e5f548998c9fd37cd4ed42f7.jpg,Germany,DE,48.754269,12.987729,30,49.88531660108175,11.837623539336704,-125.90821895242004,82.4920756292898
4450be5e31ac498498939b5de9af430b.jpg,Sweden,SE,61.104801,13.30346,77,61.90790306540438,13.366956149751278,-89.40132192081573,-3.328436242530987
732164230f1440e19bf10b883c5d3e25.jpg,Finland,FI,65.415062,25.385858,10,65.81487716556005,24.77721614033415,-44.50742423014391,27.757882484673274
83015a43ad144f47ba26fe5e68ad3e3d.jpg,Turkey,TR,39.936478,32.787185,27,40.63523939818879,32.608891133597034,-77.78611884637567,15.061821814503311
bb9571c6312648f6b124546f34042369.jpg,Norway,NO,66.690785,15.429968,96,67.4491177645228,14.842990840422543,-84.4176033466771,25.059015706434206
0bbdfe3584c24a4692f7784ab59d9d6e.jpg,Norway,NO,60.276865,6.375572,94,60.01796515405728,6.058689100135047,28.82073085034377,17.62812254312945
9d67ba7244f7443997f595001c4d3aac.jpg,Poland,PL,52.404748,20.329306,14,52.79492546947125,20.401965356391436,-43.43455590154003,-4.8908339863941555
8de8c8ed6fb84d7f918ef93e815b23cc.jpg,Poland,PL,53.350906,16.431747,51,54.028770019805506,17.422091864938103,-75.45982268474874,-64.75570363364767
976f9965ef2f4fa88a698c3373febf6e.jpg,Turkey,TR,40.230588,34.767729,74,40.90497728824239,35.86121938534836,-75.0730155671434,-92.00111568131118
bbb0b81d5f6243059c1807ada45b05fb.jpg,Turkey,TR,41.188229,26.664603,97,40.904987820811506,27.209304601010885,31.530408067263114,-45.82861239257444
65f1a2b2b68f4805b4081a759a550fcb.jpg,Turkey,TR,36.215241,29.649751,52,37.19151202841618,29.890403503114356,-108.67849088328897,-21.340986995632594
8d0d9d823dcb462da8a730c5e95f07c2.jpg,Finland,FI,62.926919,25.810572,0,62.72611281474137,23.481567219685292,22.353744542990473,118.80667822184249
6bd3fca2408944729264714fd6c67fc1.jpg,Poland,PL,53.608257,15.107757,8,53.23012743690547,14.458173043800391,42.09338296368333,43.285954052683024
2d9bb618cb0a438b8c29377780587ee0.jpg,Italy,IT,43.156989,11.752249,69,42.91186590913825,12.446516364034126,27.287102474730364,-56.60429872036555
b04f4ef8a98c4c18ba49962ea4bc077e.jpg,Italy,IT,42.163085,11.764379,69,42.91186590913825,12.446516364034126,-83.35429080526968,-55.61532793036852
e0d150f78c2c457895a733259eeb1176.jpg,Spain,ES,28.974354,-13.748667,67,28.526632602640152,-14.07986733879271,49.840345954098446,32.3931220239858
248a3c69324744ab81e27e9a2b2b6edc.jpg,United_Kingdom,GB,55.990318,-4.377836,60,56.82492102491833,-4.84298244231256,-92.90800873390849,28.3340312878827
b71d57ce2b274bca939b4284bb24aca7.jpg,France,FR,46.870227,4.572111,1,46.65700592286551,5.542613909264223,23.7357703066116,-74.1523139444726
ae2371b16a6349c4a035f42799e4107f.jpg,Poland,PL,52.788137,14.489191,8,53.23012743690547,14.458173043800391,-49.202375436316984,2.0669257823415523
b6ade67148354cf281811b9daa4a5c9d.jpg,Germany,DE,49.520647,7.675764,54,48.70712515355989,7.304238758421311,90.56125194571231,27.292610202785667
bc5e62f2e5f74a929ce6bebee31de457.jpg,Sweden,SE,66.686073,19.830746,46,67.20758872668604,20.47173994622709,-58.05513069469078,-27.642634855943907
f791354e5bbe40cfb16d222fb2a24374.jpg,Germany,DE,54.377429,8.729493,85,53.92165110521815,9.140969768620396,50.737195247115125,-26.97450151055958
cfd9f5c9f56a4676a17de1f0318be452.jpg,Poland,PL,51.314027,15.585624,84,51.63881785271807,13.80915802648799,-36.15571772457521,122.73079261443385
16f4e6edcbc64163a304f63ac52e5ed3.jpg,Turkey,TR,36.145029,33.322853,2,36.8091067301391,33.35884333936185,-73.92513291908442,-3.2077043642160254
